ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor
16388;triacanthos;Gleditsia;2014;2010;non;passages fréquents ou arrêts;vigoureux
16389;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16390;calleryana;Pyrus;2012;2010;oui;passages fréquents et arrêts fréquents;vigoureux
16391;nigra;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16392;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16393;orientalis;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16394;canadensis;Amélanchier;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16395;cordata;Alnus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16396;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16397;tulipifera;Liriodendron;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16398;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16399;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16400;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16401;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16402;paniculata;Koelreuteria;2004;2000;non;passages fréquents ou arrêts;vigoureux
16403;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16404;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16405;N/A;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16406;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16407;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16408;danielli;Tetradium;2015;2015;oui;passages fréquents ou arrêts;vigoureux
16409;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16410;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16411;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16412;tomentosa;Tilia;2004;2000;non;passages fréquents ou arrêts;vigoureux
16413;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16414;magnifica;Sorbus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16415;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16416;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16417;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16418;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16419;acerifolia;Platanus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16420;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16421;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16422;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16423;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16424;verrucosa;Betula;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16425;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
16426;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16427;nigra;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16428;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16429;N/A;Alnus;2006;2005;non;passages fréquents ou arrêts;vigoureux
16430;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16431;ceracifera;Prunus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16432;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16433;perpetu;Malus;2008;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16434;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16435;alba;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
16436;danielli;Tetradium;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16437;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16438;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16439;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
16440;pumila;Malus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16441;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16442;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
16443;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16444;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16445;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16446;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16447;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16448;N/A;Populus;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement
16449;acerifolia;Platanus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16450;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16451;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16452;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16453;campestris;Acer;2005;2005;non;passages fréquents ou arrêts;vigoureux
16454;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16455;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
16456;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16457;carpinifolia;Ostrya;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16458;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
16459;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16460;N/A;Acer;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux
16461;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16462;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16463;serrulata;Prunus;2015;2015;non;passages fréquents ou arrêts;vigoureux
16464;pseudoacacia;Robinia;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement
16465;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16466;atlantica;Cedrus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16467;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16468;sieboldiana;Fraxinus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16469;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
16470;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16471;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16472;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16473;nigra;Pinus;2009;2005;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16474;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16475;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16476;aria;Sorbus;2013;2010;non;passages fréquents ou arrêts;vigoureux
16477;saccharinum;Acer;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux
16478;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16479;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16480;robusta;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16481;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16482;tomentosa;Paulownia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16483;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16484;N/A;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16485;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
16486;carpinifolia;Ostrya;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16487;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
16488;robusta;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16489;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
16490;australis;Celtis;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux
16491;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16492;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16493;N/A;Fraxinus;2005;2005;non;passages fréquents ou arrêts;vigoureux
16494;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16495;N/A;Fraxinus;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux
16496;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16497;robusta;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16498;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16499;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16500;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16501;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16502;triacanthos;Gleditsia;2008;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16503;N/A;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16504;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16505;robusta;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16506;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16507;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16508;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16509;sempervirens;Cupressus;2007;2005;non;passages fréquents et arrêts fréquents;vigoureux
16510;sylvatica;Fagus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16511;N/A;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16512;cordata;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16513;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16514;alba;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16515;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16516;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16517;nigra;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16518;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16519;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16520;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16521;cerris;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16522;americana;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16523;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16524;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16525;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16526;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16527;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16528;calleryana;Pyrus;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16529;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16530;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16531;sylvestris;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16532;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16533;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16534;lamarcki;Amélanchier;2014;2010;non;passages fréquents ou arrêts;vigoureux
16535;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16536;minor;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16537;N/A;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16538;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16539;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16540;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16541;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16542;rubrum;Acer;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16543;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
16544;N/A;Cupressus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16545;kobus;Magnolia;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16546;hippocastanum;Aesculus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16547;utilis;Betula;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16548;minor;Ulmus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16549;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16550;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16551;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16552;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16553;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16554;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16555;N/A;Thuja;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
16556;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16557;styraciflua;Liquidambar;2004;2000;non;passages fréquents ou arrêts;vigoureux
16558;alba;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16559;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16560;ginnala;Acer;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16561;americana;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16562;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16563;N/A;Araucaria;2009;2005;non;passages fréquents ou arrêts;vigoureux
16564;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16565;floribunda;Malus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16566;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16567;cordata;Alnus;2006;2005;non;passages fréquents ou arrêts;vigoureux
16568;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16569;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16570;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16571;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16572;australis;Celtis;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16573;americana;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16574;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
