ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor;stumpDiameter;stumpDiameterGroup
13260;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13261;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13262;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13263;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13264;Unknown;Pinus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
13265;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13266;black;Magnolia;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13267;pseudoacacia;Robinia;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;30 à 40 cm;0
13268;indica;Lagerstroemia;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;0 à 10 cm;0
13269;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13270;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13271;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13272;calleryana;Pyrus;2013;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13273;Unknown;Alnus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13274;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13275;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;0 à 10 cm;0
13276;utilis;Betula;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13277;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13278;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13279;pseudoplatanus;Acer;2004;2000;oui;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
13280;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13281;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13282;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13283;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
13284;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13285;paniculata;Koelreuteria;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
13286;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13287;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13288;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13289;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13290;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13291;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13292;cordata;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13293;tomentosa;Paulownia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13294;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13295;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13296;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13297;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13298;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13299;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13300;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
13301;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
13302;cappadocicum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13303;saccharinum;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
13304;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13305;ceracifera;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;Unknown;0
13306;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13307;abies;Picea;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
13308;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13309;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13310;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13311;sylvestris;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13312;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13313;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13314;negundo;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13315;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13316;libani;Cedrus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13317;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13318;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13319;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13320;nordmaniana;Abies;2004;2000;non;quelques passages;vigoureux;10 à 20 cm;0
13321;cordata;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13322;Unknown;Salix;2004;2000;non;passages fréquents ou arrêts;vigoureux;Unknown;0
13323;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13324;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13325;utilis;Betula;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13326;Unknown;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13327;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13328;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13329;paniculata;Koelreuteria;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13330;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13331;sempervirens;Cupressus;2007;2005;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13332;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13333;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13334;avium;Prunus;2013;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13335;castaneifolia;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13336;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13337;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13338;saccharinum;Acer;2005;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13339;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13340;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13341;coccinea;Quercus;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13342;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13343;Unknown;Fraxinus;2005;2005;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13344;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13345;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13346;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13347;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13348;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13349;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
13350;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13351;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13352;nigra;Juglans;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13353;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
13354;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
13355;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13356;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
13357;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13358;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13359;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13360;fraxinifolia;Pterocarya;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13361;robusta;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
13362;minor;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13363;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13364;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13365;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13366;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;0 à 10 cm;0
13367;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13368;orientalis;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13369;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13370;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13371;Unknown;Prunus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13372;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13373;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13374;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13375;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13376;castaneifolia;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13377;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13378;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13379;Unknown;Alnus;2006;2005;non;passages fréquents ou arrêts;vigoureux;0 à 10 cm;0
13380;verrucosa;Betula;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13381;campestris;Acer;2005;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13382;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13383;monogyna;Crataegus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13384;frainetto;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13385;alba;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13386;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13387;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13388;sempervirens;Cupressus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13389;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13390;tomentosa;Tilia;2004;2000;non;passages fréquents ou arrêts;vigoureux;60 à 70 cm;0
13391;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13392;angustifolia;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13393;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13394;robur;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13395;platyphyllos;Tilia;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
13396;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
13397;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13398;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13399;ceracifera;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;Unknown;0
13400;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13401;ornus;Fraxinus;2012;2010;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13402;Unknown;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13403;carnea;Aesculus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13404;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13405;nigra;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13406;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13407;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13408;petraea;Quercus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13409;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13410;carpinifolia;Ostrya;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13411;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13412;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;90 à 100 cm;0
13413;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux;70 à 80 cm;0
13414;Unknown;Carpinus;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13415;orientalis;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13416;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13417;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;70 à 80 cm;0
13418;avium;Prunus;2013;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13419;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13420;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13421;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13422;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13423;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13424;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
13425;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13426;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13427;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13428;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13429;Unknown;Cupressus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13430;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13431;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13432;papyrifera;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13433;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13434;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13435;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13436;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13437;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13438;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13439;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
